"","rownames(datExpr)","affy_hg_u133a","ensembl_gene_id","entrezgene_id","external_gene_name","hgnc_symbol","mirbase_id","chromosome_name","start_position","end_position","gene_biotype"
"3842","200699_at","200699_at","ENSG00000136240",11014,"KDELR2","KDELR2","","7",6445953,6484190,"protein_coding"
"3843","200700_s_at","200700_s_at","ENSG00000136240",11014,"KDELR2","KDELR2","","7",6445953,6484190,"protein_coding"
"1400","200701_at","200701_at","ENSG00000119655",10577,"NPC2","NPC2","","14",74476192,74494177,"protein_coding"
"237","200702_s_at","200702_s_at","ENSG00000273761",NA,"DDX24","DDX24","","CHR_HSCHR14_7_CTG1",94050920,94081245,"protein_coding"
"3159","200703_at","200703_at","ENSG00000088986",8655,"DYNLL1","DYNLL1","","12",120469850,120498493,"protein_coding"
"4199","200704_at","200704_at","ENSG00000189067",9516,"LITAF","LITAF","","16",11547722,11636381,"protein_coding"
"490","200705_s_at","200705_s_at","ENSG00000283391",1933,"EEF1B2","EEF1B2","","CHR_HSCHR2_6_CTG7_2",206159585,206162928,"protein_coding"
"4200","200706_s_at","200706_s_at","ENSG00000189067",9516,"LITAF","LITAF","","16",11547722,11636381,"protein_coding"
"3495","200707_at","200707_at","ENSG00000130175",5589,"PRKCSH","PRKCSH","","19",11435284,11450968,"protein_coding"
"4179","200708_at","200708_at","ENSG00000125166",2806,"GOT2","GOT2","","16",58707131,58734342,"protein_coding"
"1081","200709_at","200709_at","ENSG00000088832",2280,"FKBP1A","FKBP1A","","20",1368977,1393164,"protein_coding"
"5096","200710_at","200710_at","ENSG00000072778",37,"ACADVL","ACADVL","","17",7217125,7225266,"protein_coding"
"2934","200711_s_at","200711_s_at","ENSG00000113558",6500,"SKP1","SKP1","","5",134148935,134176964,"protein_coding"
"944","200712_s_at","200712_s_at","ENSG00000101367",22919,"MAPRE1","MAPRE1","","20",32819954,32850405,"protein_coding"
"945","200713_s_at","200713_s_at","ENSG00000101367",22919,"MAPRE1","MAPRE1","","20",32819954,32850405,"protein_coding"
"2822","200714_x_at","200714_x_at","ENSG00000135506",10956,"OS9","OS9","","12",57693955,57721557,"protein_coding"
"3112","200715_x_at","200715_x_at","ENSG00000202503",26817,"SNORD34","SNORD34","","19",49490904,49490974,"snoRNA"
"1702","200716_x_at","200716_x_at","ENSG00000236552",728658,"RPL13AP5","RPL13AP5","","10",96750288,96750899,"processed_pseudogene"
"1119","200717_x_at","200717_x_at","ENSG00000227525",NA,"RPL7P6","RPL7P6","","12",19089151,19089888,"processed_pseudogene"
"2570","200718_s_at","200718_s_at","ENSG00000231234",NA,"SKP1P1","SKP1P1","","7",66423405,66423893,"transcribed_processed_pseudogene"
"2933","200719_at","200719_at","ENSG00000113558",6500,"SKP1","SKP1","","5",134148935,134176964,"protein_coding"
"1618","200720_s_at","200720_s_at","ENSG00000138107",10121,"ACTR1A","ACTR1A","","10",102461881,102502712,"protein_coding"
"1617","200721_s_at","200721_s_at","ENSG00000138107",10121,"ACTR1A","ACTR1A","","10",102461881,102502712,"protein_coding"
"1183","200722_s_at","200722_s_at","ENSG00000135387",4076,"CAPRIN1","CAPRIN1","","11",34051731,34102610,"protein_coding"
"1182","200723_s_at","200723_s_at","ENSG00000135387",4076,"CAPRIN1","CAPRIN1","","11",34051731,34102610,"protein_coding"
"1477","200724_at","200724_at","ENSG00000147403",6134,"RPL10","RPL10","","X",154389955,154409168,"protein_coding"
"1057","200725_x_at","200725_x_at","ENSG00000207165",26778,"SNORA70","SNORA70","","X",154400281,154400415,"snoRNA"
"4442","200726_at","200726_at","ENSG00000186298",5501,"PPP1CC","PPP1CC","","12",110719680,110742939,"protein_coding"
"5155","200727_s_at","200727_s_at","ENSG00000138071",10097,"ACTR2","ACTR2","","2",65227788,65271253,"protein_coding"
"5157","200728_at","200728_at","ENSG00000138071",10097,"ACTR2","ACTR2","","2",65227788,65271253,"protein_coding"
"5156","200729_s_at","200729_s_at","ENSG00000138071",10097,"ACTR2","ACTR2","","2",65227788,65271253,"protein_coding"
"1503","200730_s_at","200730_s_at","ENSG00000285976",NA,"","","","6",63572472,63583587,"protein_coding"
"1506","200731_s_at","200731_s_at","ENSG00000285976",NA,"","","","6",63572472,63583587,"protein_coding"
"1505","200732_s_at","200732_s_at","ENSG00000285976",NA,"","","","6",63572472,63583587,"protein_coding"
"1504","200733_s_at","200733_s_at","ENSG00000285976",NA,"","","","6",63572472,63583587,"protein_coding"
"3175","200734_s_at","200734_s_at","ENSG00000134287",377,"ARF3","ARF3","","12",48935723,48957487,"protein_coding"
"3925","200735_x_at","200735_x_at","ENSG00000196531",4666,"NACA","NACA","","12",56712305,56731628,"protein_coding"
"656","200736_s_at","200736_s_at","ENSG00000197582",NA,"GPX1P1","GPX1P1","","X",13378735,13379340,"processed_pseudogene"
"2172","200737_at","200737_at","ENSG00000102144",5230,"PGK1","PGK1","","X",77910739,78129295,"protein_coding"
"2173","200738_s_at","200738_s_at","ENSG00000102144",5230,"PGK1","PGK1","","X",77910739,78129295,"protein_coding"
"630","200739_s_at","200739_s_at","ENSG00000184900",6612,"SUMO3","SUMO3","","21",44805617,44818779,"protein_coding"
"629","200740_s_at","200740_s_at","ENSG00000184900",6612,"SUMO3","SUMO3","","21",44805617,44818779,"protein_coding"
"1149","200741_s_at","200741_s_at","ENSG00000227081",NA,"","","","12",3211663,3211917,"processed_pseudogene"
"4266","200742_s_at","200742_s_at","ENSG00000166340",1200,"TPP1","TPP1","","11",6612768,6619448,"protein_coding"
"4265","200743_s_at","200743_s_at","ENSG00000166340",1200,"TPP1","TPP1","","11",6612768,6619448,"protein_coding"
"4734","200744_s_at","200744_s_at","ENSG00000078369",2782,"GNB1","GNB1","","1",1785285,1891117,"protein_coding"
"4733","200745_s_at","200745_s_at","ENSG00000078369",2782,"GNB1","GNB1","","1",1785285,1891117,"protein_coding"
"4735","200746_s_at","200746_s_at","ENSG00000078369",2782,"GNB1","GNB1","","1",1785285,1891117,"protein_coding"
"4739","200747_s_at","200747_s_at","ENSG00000137497",4926,"NUMA1","NUMA1","","11",72002864,72080693,"protein_coding"
"586","200748_s_at","200748_s_at","ENSG00000285319",NA,"FTH1P2","FTH1P2","","CHR_HG2002_PATCH",228673218,228673629,"processed_pseudogene"
"5026","200749_at","200749_at","ENSG00000132341",5901,"RAN","RAN","","12",130872037,130877678,"protein_coding"
"251","200750_s_at","200750_s_at","ENSG00000229038",NA,"RANP1","RANP1","","CHR_HSCHR6_MHC_QBL_CTG1",30475446,30476096,"processed_pseudogene"
"2907","200751_s_at","200751_s_at","ENSG00000204253",NA,"HNRNPCP2","HNRNPCP2","","2",189923336,189924216,"processed_pseudogene"
"5126","200752_s_at","200752_s_at","ENSG00000014216",823,"CAPN1","CAPN1","","11",65180566,65212006,"protein_coding"
"4156","200753_x_at","200753_x_at","ENSG00000161547",6427,"SRSF2","SRSF2","","17",76734115,76737333,"protein_coding"
"4155","200754_x_at","200754_x_at","ENSG00000161547",6427,"SRSF2","SRSF2","","17",76734115,76737333,"protein_coding"
"3856","200755_s_at","200755_s_at","ENSG00000128595",813,"CALU","CALU","","7",128739292,128773400,"protein_coding"
"3855","200756_x_at","200756_x_at","ENSG00000128595",813,"CALU","CALU","","7",128739292,128773400,"protein_coding"
"3857","200757_s_at","200757_s_at","ENSG00000128595",813,"CALU","CALU","","7",128739292,128773400,"protein_coding"
"2722","200758_s_at","200758_s_at","ENSG00000082641",4779,"NFE2L1","NFE2L1","","17",48048329,48061545,"protein_coding"
"2721","200759_x_at","200759_x_at","ENSG00000082641",4779,"NFE2L1","NFE2L1","","17",48048329,48061545,"protein_coding"
"2618","200760_s_at","200760_s_at","ENSG00000144746",10550,"ARL6IP5","ARL6IP5","","3",69084937,69106092,"protein_coding"
"2619","200761_s_at","200761_s_at","ENSG00000144746",10550,"ARL6IP5","ARL6IP5","","3",69084937,69106092,"protein_coding"
"861","200762_at","200762_at","ENSG00000092964",1808,"DPYSL2","DPYSL2","","8",26514031,26658178,"protein_coding"
"2773","200763_s_at","200763_s_at","ENSG00000137818",6176,"RPLP1","RPLP1","","15",69452814,69456205,"protein_coding"
"1764","200764_s_at","200764_s_at","ENSG00000044115",1495,"CTNNA1","CTNNA1","","5",138610967,138935034,"protein_coding"
"1763","200765_x_at","200765_x_at","ENSG00000044115",1495,"CTNNA1","CTNNA1","","5",138610967,138935034,"protein_coding"
"3476","200766_at","200766_at","ENSG00000117984",1509,"CTSD","CTSD","","11",1752752,1764573,"protein_coding"
"2251","200767_s_at","200767_s_at","ENSG00000048828",23196,"FAM120A","FAM120A","","9",93451685,93566112,"protein_coding"
"5352","200768_s_at","200768_s_at","ENSG00000168906",4144,"MAT2A","MAT2A","","2",85539168,85545281,"protein_coding"
"5351","200769_s_at","200769_s_at","ENSG00000168906",4144,"MAT2A","MAT2A","","2",85539168,85545281,"protein_coding"
"3265","200770_s_at","200770_s_at","ENSG00000135862",3915,"LAMC1","LAMC1","","1",183023420,183145592,"protein_coding"
"3266","200771_at","200771_at","ENSG00000135862",3915,"LAMC1","LAMC1","","1",183023420,183145592,"protein_coding"
"532","200772_x_at","200772_x_at","ENSG00000214182",NA,"PTMAP5","PTMAP5","","13",81689911,81691072,"transcribed_processed_pseudogene"
"533","200773_x_at","200773_x_at","ENSG00000214182",NA,"PTMAP5","PTMAP5","","13",81689911,81691072,"transcribed_processed_pseudogene"
"2250","200774_at","200774_at","ENSG00000048828",23196,"FAM120A","FAM120A","","9",93451685,93566112,"protein_coding"
"2130","200775_s_at","200775_s_at","ENSG00000165119",3190,"HNRNPK","HNRNPK","","9",83968083,83980616,"protein_coding"
"2620","200776_s_at","200776_s_at","ENSG00000198406",NA,"BZW1P2","BZW1P2","","3",116645902,116646727,"processed_pseudogene"
"5337","200777_s_at","200777_s_at","ENSG00000082153",9689,"BZW1","BZW1","","2",200810594,200827338,"protein_coding"
"3277","200778_s_at","200778_s_at","ENSG00000168385",4735,"SEPTIN2","SEPTIN2","","2",241315100,241354027,"protein_coding"
"1812","200779_at","200779_at","ENSG00000128272",468,"ATF4","ATF4","","22",39519695,39522683,"protein_coding"
"1592","200780_x_at","200780_x_at","ENSG00000087460",2778,"GNAS","GNAS","","20",58839718,58911192,"protein_coding"
"1051","200781_s_at","200781_s_at","ENSG00000214535",NA,"RPS15AP1","RPS15AP1","","20",21166206,21166596,"processed_pseudogene"
"3002","200782_at","200782_at","ENSG00000164111",308,"ANXA5","ANXA5","","4",121667946,121696995,"protein_coding"
"4457","200783_s_at","200783_s_at","ENSG00000117632",3925,"STMN1","STMN1","","1",25884181,25906991,"protein_coding"
"2350","200784_s_at","200784_s_at","ENSG00000123384",4035,"LRP1","LRP1","","12",57128483,57213361,"protein_coding"
"2351","200785_s_at","200785_s_at","ENSG00000123384",4035,"LRP1","LRP1","","12",57128483,57213361,"protein_coding"
"4313","200786_at","200786_at","ENSG00000136930",5695,"PSMB7","PSMB7","","9",124353465,124415444,"protein_coding"
"4205","200787_s_at","200787_s_at","ENSG00000162734",8682,"PEA15","PEA15","","1",160205380,160215376,"protein_coding"
"4204","200788_s_at","200788_s_at","ENSG00000162734",8682,"PEA15","PEA15","","1",160205380,160215376,"protein_coding"
"507","200789_at","200789_at","ENSG00000282853",1891,"ECH1","ECH1","","CHR_HG26_PATCH",38815458,38831877,"protein_coding"
"4372","200790_at","200790_at","ENSG00000115758",4953,"ODC1","ODC1","","2",10439968,10448327,"protein_coding"
"3449","200791_s_at","200791_s_at","ENSG00000140575",8826,"IQGAP1","IQGAP1","","15",90388242,90502239,"protein_coding"
"1044","200792_at","200792_at","ENSG00000196419",2547,"XRCC6","XRCC6","","22",41621163,41664048,"protein_coding"
"1581","200793_s_at","200793_s_at","ENSG00000100412",50,"ACO2","ACO2","","22",41447830,41529273,"protein_coding"
"2106","200794_x_at","200794_x_at","ENSG00000183283",9802,"DAZAP2","DAZAP2","","12",51238724,51271362,"protein_coding"
"3827","200795_at","200795_at","ENSG00000152583",8404,"SPARCL1","SPARCL1","","4",87473335,87531061,"protein_coding"
"4776","200796_s_at","200796_s_at","ENSG00000143384",4170,"MCL1","MCL1","","1",150560895,150579738,"protein_coding"
"4777","200797_s_at","200797_s_at","ENSG00000143384",4170,"MCL1","MCL1","","1",150560895,150579738,"protein_coding"
"4778","200798_x_at","200798_x_at","ENSG00000143384",4170,"MCL1","MCL1","","1",150560895,150579738,"protein_coding"
"83","200799_at","200799_at","ENSG00000237724",3303,"HSPA1A","HSPA1A","","CHR_HSCHR6_MHC_COX_CTG1",31802834,31805316,"protein_coding"
"68","200800_s_at","200800_s_at","ENSG00000232804",3304,"HSPA1B","HSPA1B","","CHR_HSCHR6_MHC_APD_CTG1",31894767,31897281,"protein_coding"
"3320","200801_x_at","200801_x_at","ENSG00000075624",60,"ACTB","ACTB","","7",5526409,5563902,"protein_coding"
"5487","200802_at","200802_at","ENSG00000031698",NA,"SARS1","SARS1","","1",109213918,109238182,"protein_coding"
"1465","200803_s_at","200803_s_at","ENSG00000139644",7009,"TMBIM6","TMBIM6","","12",49707725,49764934,"protein_coding"
"1464","200804_at","200804_at","ENSG00000139644",7009,"TMBIM6","TMBIM6","","12",49707725,49764934,"protein_coding"
"4408","200805_at","200805_at","ENSG00000169223",10960,"LMAN2","LMAN2","","5",177315805,177351840,"protein_coding"
"950","200806_s_at","200806_s_at","ENSG00000213430",NA,"HSPD1P1","HSPD1P1","","5",21882585,21884310,"processed_pseudogene"
"951","200807_s_at","200807_s_at","ENSG00000213430",NA,"HSPD1P1","HSPD1P1","","5",21882585,21884310,"processed_pseudogene"
"590","200808_s_at","200808_s_at","ENSG00000285443",7791,"ZYX","ZYX","","CHR_HG708_PATCH",143381295,143391111,"protein_coding"
"673","200809_x_at","200809_x_at","ENSG00000185834",NA,"RPL12P4","RPL12P4","","20",55074644,55075140,"processed_pseudogene"
"4501","200810_s_at","200810_s_at","ENSG00000099622",1153,"CIRBP","CIRBP","","19",1259384,1274880,"protein_coding"
"4502","200811_at","200811_at","ENSG00000099622",1153,"CIRBP","CIRBP","","19",1259384,1274880,"protein_coding"
"5196","200812_at","200812_at","ENSG00000135624",10574,"CCT7","CCT7","","2",73233420,73253021,"protein_coding"
"4353","200813_s_at","200813_s_at","ENSG00000007168",5048,"PAFAH1B1","PAFAH1B1","","17",2593210,2685615,"protein_coding"
"741","200814_at","200814_at","ENSG00000284916",5720,"PSME1","PSME1","","CHR_HG1_PATCH",24136162,24138966,"protein_coding"
"4352","200815_s_at","200815_s_at","ENSG00000007168",5048,"PAFAH1B1","PAFAH1B1","","17",2593210,2685615,"protein_coding"
"4354","200816_s_at","200816_s_at","ENSG00000007168",5048,"PAFAH1B1","PAFAH1B1","","17",2593210,2685615,"protein_coding"
"917","200817_x_at","200817_x_at","ENSG00000270800",100529239,"RPS10-NUDT3","RPS10-NUDT3","","6",34284887,34426071,"protein_coding"
"585","200818_at","200818_at","ENSG00000241837",NA,"ATP5PO","ATP5PO","","21",33903453,33915814,"protein_coding"
"2959","200819_s_at","200819_s_at","ENSG00000115268",6209,"RPS15","RPS15","","19",1438358,1440495,"protein_coding"
"4793","200820_at","200820_at","ENSG00000099341",5714,"PSMD8","PSMD8","","19",38374550,38383824,"protein_coding"
"1778","200821_at","200821_at","ENSG00000005893",3920,"LAMP2","LAMP2","","X",120426148,120469365,"protein_coding"
"2884","200822_x_at","200822_x_at","ENSG00000226415",NA,"TPI1P1","TPI1P1","","1",76699789,76700538,"processed_pseudogene"
"1660","200823_x_at","200823_x_at","ENSG00000224858",NA,"RPL29P11","RPL29P11","","3",37016523,37017014,"processed_pseudogene"
"4243","200824_at","200824_at","ENSG00000084207",2950,"GSTP1","GSTP1","","11",67583742,67586656,"protein_coding"
"316","200825_s_at","200825_s_at","ENSG00000280682",10525,"HYOU1","HYOU1","","CHR_HG2217_PATCH",119044187,119057226,"protein_coding"
"4133","200826_at","200826_at","ENSG00000125743",6633,"SNRPD2","SNRPD2","","19",45687460,45692569,"protein_coding"
"4387","200827_at","200827_at","ENSG00000083444",5351,"PLOD1","PLOD1","","1",11934205,11975538,"protein_coding"
"4698","200828_s_at","200828_s_at","ENSG00000010244",7756,"ZNF207","ZNF207","","17",32350132,32381885,"protein_coding"
"4699","200829_x_at","200829_x_at","ENSG00000010244",7756,"ZNF207","ZNF207","","17",32350132,32381885,"protein_coding"
"3899","200830_at","200830_at","ENSG00000175166",5708,"PSMD2","PSMD2","","3",184299198,184309050,"protein_coding"
"1140","200831_s_at","200831_s_at","ENSG00000099194",6319,"SCD","SCD","","10",100347233,100364826,"protein_coding"
"1139","200832_s_at","200832_s_at","ENSG00000099194",6319,"SCD","SCD","","10",100347233,100364826,"protein_coding"
"2240","200833_s_at","200833_s_at","ENSG00000127314",5908,"RAP1B","RAP1B","","12",68610855,68671901,"protein_coding"
"733","200834_s_at","200834_s_at","ENSG00000171858",6227,"RPS21","RPS21","","20",62387103,62388520,"protein_coding"
"5016","200835_s_at","200835_s_at","ENSG00000047849",4134,"MAP4","MAP4","","3",47850690,48089272,"protein_coding"
"5015","200836_s_at","200836_s_at","ENSG00000047849",4134,"MAP4","MAP4","","3",47850690,48089272,"protein_coding"
"1195","200837_at","200837_at","ENSG00000185825",10134,"BCAP31","BCAP31","","X",153700492,153724565,"protein_coding"
"646","200838_at","200838_at","ENSG00000285132",1508,"CTSB","","","CHR_HG76_PATCH",8084702,8110299,"protein_coding"
"647","200839_s_at","200839_s_at","ENSG00000285132",1508,"CTSB","","","CHR_HG76_PATCH",8084702,8110299,"protein_coding"
"3063","200840_at","200840_at","ENSG00000065427",3735,"KARS1","KARS1","","16",75627474,75648643,"protein_coding"
"5428","200841_s_at","200841_s_at","ENSG00000136628",2058,"EPRS1","EPRS1","","1",219968600,220046530,"protein_coding"
"5429","200842_s_at","200842_s_at","ENSG00000136628",2058,"EPRS1","EPRS1","","1",219968600,220046530,"protein_coding"
"5427","200843_s_at","200843_s_at","ENSG00000136628",2058,"EPRS1","EPRS1","","1",219968600,220046530,"protein_coding"
"3440","200844_s_at","200844_s_at","ENSG00000117592",9588,"PRDX6","PRDX6","","1",173477330,173488815,"protein_coding"
"3441","200845_s_at","200845_s_at","ENSG00000117592",9588,"PRDX6","PRDX6","","1",173477330,173488815,"protein_coding"
"3370","200846_s_at","200846_s_at","ENSG00000172531",5499,"PPP1CA","PPP1CA","","11",67398181,67421183,"protein_coding"
"1110","200847_s_at","200847_s_at","ENSG00000133872",51669,"SARAF","SARAF","","8",30063003,30083208,"protein_coding"
"2712","200848_at","200848_at","ENSG00000168710",10768,"AHCYL1","AHCYL1","","1",109984765,110023742,"protein_coding"
"2710","200849_s_at","200849_s_at","ENSG00000168710",10768,"AHCYL1","AHCYL1","","1",109984765,110023742,"protein_coding"
"2711","200850_s_at","200850_s_at","ENSG00000168710",10768,"AHCYL1","AHCYL1","","1",109984765,110023742,"protein_coding"
"4383","200851_s_at","200851_s_at","ENSG00000182149",9798,"IST1","IST1","","16",71845996,71931199,"protein_coding"
"3774","200852_x_at","200852_x_at","ENSG00000172354",2783,"GNB2","GNB2","","7",100673567,100679174,"protein_coding"
"1871","200853_at","200853_at","ENSG00000164032",3015,"H2AZ1","H2AZ1","","4",99948086,99950355,"protein_coding"
"5253","200854_at","200854_at","ENSG00000141027",9611,"NCOR1","NCOR1","","17",16029157,16218185,"protein_coding"
"5252","200855_at","200855_at","ENSG00000141027",9611,"NCOR1","NCOR1","","17",16029157,16218185,"protein_coding"
"5255","200856_x_at","200856_x_at","ENSG00000141027",9611,"NCOR1","NCOR1","","17",16029157,16218185,"protein_coding"
